tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dog_stage,rating,numerator,denominator,num_result,count_of_multiple,retweet_count,favorite_count,jpg_url,Predicted_Breed
888078434458587136,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,,12/10,12,10,True,1,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,french bulldog
887705289381826560,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,,13/10,13,10,True,1,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset
887473957103951883,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,,13/10,13,10,True,1,18781,69871,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,pembroke
886983233522544640,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,,13/10,13,10,True,1,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,chihuahua
886736880519319552,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,,13/10,13,10,True,1,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz
886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,pupper,12/10,12,10,True,1,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,french bulldog
886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,,13/10,13,10,True,1,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug
885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,,12/10,12,10,True,1,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,blenheim spaniel
885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,,13/10,13,10,True,1,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug
884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,,12/10,12,10,True,1,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,italian greyhound
884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,,13/10,13,10,True,1,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow
884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,,13/10,13,10,True,1,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug
884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,doggo,12/10,12,10,True,1,3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,german shepherd
883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,,12/10,12,10,True,1,3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,doberman
883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,,13.5/10,13.5,10,False,1,10407,46860,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden retriever
883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,floofer,13/10,13,10,True,1,3825,22986,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow
882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,,13/10,13,10,True,1,4122,24445,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,eskimo dog
882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,pupper,12/10,12,10,True,1,5134,28903,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,labrador retriever
882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,,13/10,13,10,True,1,6342,28382,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,pembroke
882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,,13/10,13,10,True,1,12118,45880,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden retriever
881906580714921986,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,,12/10,12,10,True,1,3533,24773,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,weimaraner
881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,,13/10,13,10,True,1,11099,51522,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,saluki
880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,,12/10,12,10,True,1,6546,29075,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden retriever
880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,,12/10,12,10,True,1,4436,27640,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,chihuahua
879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,,13/10,13,10,True,1,3642,22667,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset
879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,,12/10,12,10,True,1,3323,23822,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,german short-haired pointer
879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,,13/10,13,10,True,1,45849,107956,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,english springer
879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,,13/10,13,10,True,1,2812,19317,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla
878776093423087618,2017-06-25 00:45:22,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,puppo,13/10,13,10,True,1,4319,19763,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,italian greyhound
878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,,13/10,13,10,True,1,1349,7913,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset
878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,,14/10,14,10,True,1,7181,42876,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,french bulldog
877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,,13/10,13,10,True,1,17300,71144,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,chesapeake bay retriever
877556246731214848,2017-06-21 15:58:08,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,,12/10,12,10,True,1,3994,23258,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset
877316821321428993,2017-06-21 00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,,13/10,13,10,True,1,5414,27907,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,saluki
877201837425926144,2017-06-20 16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,,12/10,12,10,True,1,5880,27755,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,pembroke
876838120628539392,2017-06-19 16:24:33,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,pupper,12/10,12,10,True,1,3506,21125,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound
876484053909872640,2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,,13/10,13,10,True,1,2511,19163,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden retriever
876120275196170240,2017-06-17 16:52:05,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,,13/10,13,10,True,1,4903,28490,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,bernese mountain dog
875747767867523072,2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,,13/10,13,10,True,1,4497,25773,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,labrador retriever
875144289856114688,2017-06-15 00:13:52,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,,13/10,13,10,True,1,5081,22185,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,siberian husky
874680097055178752,2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,,12/10,12,10,True,1,4875,28439,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,labrador retriever
874296783580663808,2017-06-12 16:06:11,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,pupper,13/10,13,10,True,1,4308,26651,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker spaniel
874012996292530176,2017-06-11 21:18:31,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,puppo,13/10,13,10,True,1,11007,35501,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,cardigan
873213775632977920,2017-06-09 16:22:42,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,pupper,12/10,12,10,True,1,1667,7467,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla
872620804844003328,2017-06-08 01:06:27,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,Monkey,,13/10,13,10,True,1,3911,21309,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker spaniel
872261713294495745,2017-06-07 01:19:32,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13,10,Harry,,13/10,13,10,True,1,6649,35085,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,labrador retriever
871879754684805121,2017-06-06 00:01:46,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,10,Lassie,,13/10,13,10,True,1,11918,39090,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,shetland sheepdog
871762521631449091,2017-06-05 16:15:56,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,10,Rover,pupper,12/10,12,10,True,1,3678,20787,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,labrador retriever
871515927908634625,2017-06-04 23:56:03,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12,10,Napolean,doggo,12/10,12,10,True,1,3628,20730,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor
871032628920680449,2017-06-03 15:55:36,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13,10,Boomer,,13/10,13,10,True,1,3999,23255,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie
870656317836468226,2017-06-02 15:00:16,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13,10,Cody,,13/10,13,10,True,1,2817,12819,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,pembroke
870374049280663552,2017-06-01 20:18:38,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13,10,Zoey,,13/10,13,10,True,1,27680,85011,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden retriever
870308999962521604,2017-06-01 16:00:09,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13,10,Rumble,,13/10,13,10,True,1,4384,22453,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,greater swiss mountain dog
869772420881756160,2017-05-31 04:27:59,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13,10,Dewey,,13/10,13,10,True,1,10663,43710,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,pembroke
869702957897576449,2017-05-30 23:51:58,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13,10,Stanley,,13/10,13,10,True,1,6728,29116,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,pembroke
869596645499047938,2017-05-30 16:49:31,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12,10,Scout,doggo,12/10,12,10,True,1,3327,16476,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,chihuahua
869227993411051520,2017-05-29 16:24:37,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13,10,Gizmo,,13/10,13,10,True,1,4023,21112,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,pembroke
868552278524837888,2017-05-27 19:39:34,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12,10,Cooper,,12/10,12,10,True,1,2240,10539,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,whippet
867774946302451713,2017-05-25 16:10:44,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,13,10,Harold,,13/10,13,10,True,1,7788,35179,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,border collie
867421006826221569,2017-05-24 16:44:18,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,12,10,Shikha,puppo,12/10,12,10,True,1,2697,16755,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,eskimo dog
866686824827068416,2017-05-22 16:06:55,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,12,10,Lili,,12/10,12,10,True,1,3727,20070,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,flat-coated retriever
866450705531457537,2017-05-22 00:28:40,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",13,10,Jamesy,pupper,13/10,13,10,True,1,32883,106827,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,french bulldog
866334964761202691,2017-05-21 16:48:45,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,12,10,Coco,,12/10,12,10,True,1,15546,54720,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,samoyed
865718153858494464,2017-05-19 23:57:46,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",13,10,Boomer,,13/10,13,10,True,1,6008,26640,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,golden retriever
865359393868664832,2017-05-19 00:12:11,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,13,10,Sammy,,13/10,13,10,True,1,5384,27530,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,chesapeake bay retriever
865006731092295680,2017-05-18 00:50:50,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,13,10,Nelly,,13/10,13,10,True,1,8209,29063,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,pembroke
864279568663928832,2017-05-16 00:41:21,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,12,10,Meatball,,12/10,12,10,True,1,3266,15195,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,bull mastiff
864197398364647424,2017-05-15 19:14:50,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,13,10,Paisley,,13/10,13,10,True,1,9616,31459,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,golden retriever
863553081350529029,2017-05-14 00:34:33,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,13,10,Neptune,,13/10,13,10,True,1,4489,15935,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,eskimo dog
863432100342583297,2017-05-13 16:33:49,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,12,10,Belle,,12/10,12,10,True,1,5664,24829,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,staffordshire bullterrier
863062471531167744,2017-05-12 16:05:02,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",13,10,Quinn,,13/10,13,10,True,1,2687,8945,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,french bulldog
862831371563274240,2017-05-12 00:46:44,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",13,10,Zooey,,13/10,13,10,True,1,5457,20011,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,australian terrier
862722525377298433,2017-05-11 17:34:13,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",11,10,Dave,,11/10,11,10,True,1,3809,17779,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,basset
861383897657036800,2017-05-08 00:54:59,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,13,10,Hobbes,,13/10,13,10,True,1,11528,37744,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,cardigan
861005113778896900,2017-05-06 23:49:50,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af https://t.co/jH6EN9cEn6,12,10,Burt,,12/10,12,10,True,1,4119,17538,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,german shepherd
860563773140209665,2017-05-05 18:36:06,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below

https://t.co/qZdSdzm08p https://t.co/oDIQ1KkdPt",13,10,Lorenzo,,13/10,13,10,True,1,2334,7878,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,cardigan
